"cod_cent";"id";"nombre";"tipo_elem";"st_x";"st_y"
"57406";6352;"Av. Logroño - Joaquín Ibarra-Las Ramblas";"URBANOS";449459.700077264;4479053.65115817
"57604";10145;"C/. Jardines de Aranjuez - Paseo Alameda de Osuna-Jardines de Aranjuez";"URBANOS";449076.758386427;4478521.87356974
"57606";6346;"Av. Logroño - Luis de la Mata-Isla de Cuba";"URBANOS";448326.226622116;4478075.62328582
"55030";6247;"Av. Machupichu  - Av. Papa Negro-Av. Piceas";"URBANOS";447244.010974692;4478724.5357319
"55406";6276;"C/. Ángel Cavero - Milán-Silvano";"URBANOS";445290.31701948;4478706.88733391
"55407";6277;"C/. Sotillo - Sotillo-Av. Madroños";"URBANOS";446090.774745849;4478862.09648654
"57002";6333;"Av. Logroño - Bande-Manuel Aguilar Muñoz";"URBANOS";449984.192570803;4479360.32787479
"57003";6334;"Av. Logroño - Manuel Aguilar Muñoz-Los Brezos";"URBANOS";450007.408887985;4479352.15849965
"64026";6411;"Av. Guadalajara  - San Román del Valle-Pl. Alsacia";"URBANOS";447339.322832725;4474638.96865007
"64028";3431;"C/. Toscana - Aquitania-Av. Guadalajara";"URBANOS";448151.321098781;4474890.36912313
"65004";6422;"C/. Fuente Carrantona  - Mario Cabré-Luis de Hoyos Sainz";"URBANOS";446348.012151369;4473103.91715648
"65016";6432;" C/. Fuente Carrantona  - Paular-José Bergamín";"URBANOS";446640.027380567;4473605.14097371
"64032";6415;"C/. Rumanía - Suecia-Av. Guadalajara";"URBANOS";448388.066872641;4474996.77394233
"64033";9865;"Av. Guadalajara - Austria-San Marino";"URBANOS";448402.327536259;4475142.0702794
"64402";6417;"C/. Julián Camarillo - Albadalejo-Av. Canillejas a Vicálvaro";"URBANOS";447965.699288607;4476913.21719951
"64405";6419;"Av. Canillejas a Vicálvaro a Suecia - Aquitania-Av. Guadalajara";"URBANOS";448252.45607866;4474919.65496518
"66016";6482;"Av. Arcentales - Av. Arcentales-Pl. Grecia-M-40";"URBANOS";448477.028560018;4476419.26302295
"66017";3760;"Pl. Grecia E-O - Av. Arcentales-Pitagoras";"URBANOS";448592.874528815;4476508.77268023
"66401";10242;"TACTICO Giro de Av. Arcentales entrada al Estadio -  Giro de Av. Arcentales entrada al Estadio";"URBANOS";449181.746280384;4476165.04075486
"71018";6519;"Av. Arcentales - Av. Canillejas a Vicálvaro-San Romualdo";"URBANOS";447665.696253203;4476304.63737208
"93021";9884;"Monforte de Lemos O-E(Candido Mateos-Cno. Ganapanes)";"URBANOS";439315.841641628;4481110.12644001
"36019";10106;"PLEYADES S-N(ESTUDIO-ANA TERESA)";"URBANOS";433634.177438349;4479349.25978435
"36025";4872;"CTRA. HUMERA S-N(GTA. RIO ZANCARA-VIRGEN ROSALES)";"URBANOS";434031.922626398;4478522.42280108
"36302";10105;"(MICRO)ANA TERESA E-O(ARDALES-PLEYADES)";"URBANOS";433652.88063853;4479418.98242374
"36303";4865;"(MICRO)ANA TERESA O-E(A. VINDEL-PLEYADES)";"URBANOS";433608.93433745;4479438.4436771
"37001";4892;"(TACTICO) YEBENES E-O(COLEGIO H.CORTES)";"URBANOS";436348.854975215;4471710.08683453
"37002";4893;"(TACTICO)YEBENES O-E";"URBANOS";436320.174902718;4471702.61607763
"37009";4896;"MAQUEDA ENTRADA CRUCE SENTIDO O-E";"URBANOS";435505.736044177;4471199.63781026
"38040";4957;"ANTONIA RGUEZ. SACRISTAN O-E(CARABANCHEL BAJO-GUAYABA)";"URBANOS";436622.83536759;4469661.71232318
"38042";7005;"ANTONIA RGUEZ. SACRISTAN GIRO E-O(PARTIDA ANTONIO RGUEZ.-GUAYABA)";"URBANOS";436744.684252635;4469620.55771337
"42004";5872;"(AFOROS) CARDENAL HERRERA ORIA, 244 O-E(PICO BALAITUS-ISLA AROSA)";"URBANOS";439146.861668439;4481679.69954848
"42408";5905;"(TACTICO)SANGENJO S-N";"URBANOS";440896.444006307;4482360.19043645
"78003";10058;"AV. CAMINO SANTIAGO S-N(GTA. MONTE GOZO-PORTOMARIN)";"URBANOS";443556.157070741;4484840.24451216
"86023";5326;"CNO.DE LAS CRUCES ENTRE JOSE JORDAN Y JOAQUIN TURINA";"URBANOS";435794.546011614;4469580.71752179
"87001";5336;"SAN FERMIN O-E (POPULAR MADRILEÑA-ANTEQUERA)";"URBANOS";441279.669726443;4469399.07167486
"87007";5342;"AV. OROVILLA N-S (M-40-CIRCULO)";"URBANOS";441462.134113363;4468531.78634683
"87008";5343;"CIRCULO O-E (SALIDA CARREFOUR-AV. OROVILLA)";"URBANOS";441472.214780012;4468389.93549591
"87015";5348;"AV. ROSALES S-N (ENTRADA MADRID)";"URBANOS";442810.33207698;4466834.20431521
"87032";9986;"AV. ROSALES N-S (CTRA.VILLAVERDE-AMERICIO)";"URBANOS";442267.925034947;4467870.15729637
"87034";9987;"(TACTICO) AV. ROSALES S-N (GIRO A AMERICIO)";"URBANOS";442266.894507319;4467815.40443397
"19005";4407;"Alburquerque, 13 E-O - Cardenal Cisneros-Fuencarral";"URBANOS";440551.866755097;4476052.9005127
"21017";4439;"Santa Engracia, 103 S-N - Ponzano-José Abascal";"URBANOS";440767.46849435;4476721.0489802
"21028";4450;"Eduardo Dato, 4 O-E - Fernández de la Hoz-Zurbano";"URBANOS";441183.299483824;4476235.72594609
"61011";5525;"Mateo Inurria O-E - Enrique Larreta-Pl.Castilla";"URBANOS";441866.636929008;4479975.0018374
"61012";5526;"Enrique Larreta N-S - Agustín de Foxá-Mateo Inurria";"URBANOS";441914.454448331;4480093.50528135
"55031";3656;"Entrada desde M40 -  N-S - M-40- Av. los Andes";"URBANOS";447639.558989198;4479063.22706218
"61005";5519;"Memorial 11 de Marzo 2004 O-E - Av.Pio XII-Comandante Franco";"URBANOS";443022.451208383;4479995.02744919
"61020";5534;"José Bardasano N-S - Av.Pio XII-Memorial 11 de Marzo 2004";"URBANOS";443108.827279932;4480032.38661206
"63054";5741;"Raimundo Fdez.Villaverde O-E(Giro izdq) - Ponzano-Alonso Cano";"URBANOS";440928.05556286;4477760.99639797
"63055";7115;"Bravo Murillo S-N(Giro a Avila) - Navarra-Castilla";"URBANOS";440492.017075301;4478502.913729
"45039";5984;"Av. Institución Libre Enseñanza - Idioma Esperanto-Pl. Alsacia";"URBANOS";447120.472792869;4474683.05712127
"45043";5988;"C/. Gandhi - Institución Libre Enseñanza-José Arcones Gil";"URBANOS";446653.871621971;4475432.69024788
"19002";4404;"Bravo Murillo, 11 N-S - Fernández de los Rios-Gta.Quevedo";"URBANOS";440370.872740065;4476463.58518974
"19004";4406;"Fuencarra, 146 S-N - Gonzalo de Córdoba-Gta. Quevedo)";"URBANOS";440409.583710336;4476215.40932674
"61003";5517;"Mateo Inurria O-E - Av.Recuerdo-Pº de la Habana";"URBANOS";442406.426273149;4480077.27982566
"61004";5518;"Memorial 11 de Marzo 2004 O-E - Duque de Pastrana-Av.Pio XII";"URBANOS";442809.797852495;4480081.7939825
"67005";6217;"Av. Gran Vía del Este  - San Cipriano-Rivas";"URBANOS";449529.924472899;4472821.80900455
"97019";10212;"Av.Pablo Iglesiass N-S  - Juán XXIII - Almansa";"URBANOS";439874.190277079;4478162.48529457
"97021";5772;"Av.Reina Victoria E-O  - Av.Pablo Iglesias -Ibánez Íbero";"URBANOS";439996.430328316;4477840.49313969
"97107";4059;"Dr.Esquerdo 43 S-N - Jorge Juan - Fundadores";"URBANOS";443386.422456306;4475215.59829306
"97112";7023;"Méndez Alvaro N-S - Áncora - Canarias";"URBANOS";441833.884165427;4472731.05736314
"97305";4279;"(MICRO)Bailen N-S(Giro Izqda. a Mayor)(P.M.6) - (MICRO)Bailen N-S(Giro Izqda. a Mayor)(P.M.6)";"URBANOS";439576.068697128;4474301.29877272
"97403";5782;"Dr. Teófilo Hernando N-S - Juán Montalvo - Reina Victoria";"URBANOS";439485.979131018;4477725.24665319
"45018";5964;"C/. Emilio Muñóz - Albarracín-Institución Libre Enseñanza";"URBANOS";446561.126135583;4475942.4931405
"45031";5976;"Av. Institución Libre Enseñanza - Emilio Muñóz-Miguel Fleta";"URBANOS";446459.28323288;4475929.21258168
"63056";3454;"Juán de Olías E-O - Infanta Mercedes-Bravo Murillo";"URBANOS";440615.371917747;4478526.34182703
"63064";7020;"Filipinas 14 E-O( Lateral izqd) - Jesús Maestro- Blasco Garay";"URBANOS";439822.468686915;4477014.49904288
"45410";6003;"C/. Paredes de Nava - Idioma Esperanto-Institución Libre Enseñanza";"URBANOS";447027.42582373;4474804.09914157
"65033";6444;"Vía Servicio A-3 - A-3-El Bosco";"URBANOS";445586.965317942;4472010.01264477
"65034";6445;"C/. Arroyo Fontarrón  - Arroyo Fontarrón-Fuente Carrantona";"URBANOS";445915.09333378;4472065.78898409
"32012";4554;"RIBADAVIA E-O(CHANTADA-AV. BETANZOS)";"URBANOS";439839.548113476;4480623.93483401
"32015";4556;"LA BAQEZA O-E(CAMINO GANAPANES-AV. BETANZOS)";"URBANOS";439703.171777982;4481091.55884667
"68006";6488;"Av. Entrevías - Renfe-Ronda Sur";"URBANOS";444248.244337086;4469913.23035647
"69001";6491;"Av. Arcentales - Instucion Libre Enseñanza-Ajofrin";"URBANOS";446976.074658927;4475419.00983746
"32009";4551;"AV. BETANZOS N-S(CHANTADA-MELCHOR FERNANDEZ ALMAGRO)";"URBANOS";439796.000022859;4480812.56872223
"32010";4552;"AV. BETANZOS N-S(MELCHOR FERNANDEZ ALMAGRO-CHANTADA)";"URBANOS";439790.283591473;4480820.55668962
"33032";4615;"PADRE PALAU Y QUER E-O(AGUSTMN DE FOXA-MAURICIO LEGENDRE)";"URBANOS";442118.897154213;4480765.55706514
"93023";9886;"Camino Ganapanes N-S (Ramon Castroviejo-Morforte de Lemos)";"URBANOS";439388.211719874;4481263.87103715
"93024";9906;"Chantada E-O (Sarrma - Camino Ganapanes)";"URBANOS";439589.160022807;4480741.4563051
"93026";4738;"(TACTICO)Chantada O-E(Cisar Marique-Candido Mateos)";"URBANOS";439235.832649362;4480736.84891475
"24004";4741;"C.FCO.J.JIMENEZ ENTRE HURTUMPASCUAL-ALHAMBRA  E-O";"URBANOS";437010.584257415;4472722.48549651
"36021";10107;"ANA TERESA O-E(A. VINDEL-PLEYADES)";"URBANOS";433557.483909866;4479477.75954943
"37010";4897;"VALMOJADO ENTRE VAMOJADO Nº 259 Y MAQUEDA SENTIDO N-S";"URBANOS";435662.008617259;4471236.64213731
"36005";6634;"(TACTICO)VIRGEN OLMOS E-O";"URBANOS";430537.067305568;4480367.98560761
"36020";10104;"ANA TERESA E-O(ARDALES-PLEYADES)";"URBANOS";433723.390336988;4479398.02533995
"39034";4982;"EDUARDO BARREIROS N-S(PINSAPO- SALVADOR MARTINEZ)";"URBANOS";440981.713463373;4469054.64657768
"75003";6561;"MAURICIO LEGENCRE S-N(C/VIEJAS-AV. LLANO CASTELLANO)";"URBANOS";442129.914791011;4482093.68338417
"75005";6563;"NTRA. SRA. VALVERDE S-N(ISLA JAVA-ISLA GRACIOSA)";"URBANOS";441945.238550111;4482739.44992971
"75007";6565;"NTRA. SRA. VALVERDE N-S (A. CABEZON - LOURDES)";"URBANOS";441989.224003077;4483745.28688564
"75009";6567;"NTRA. SRA. VALVERDE N-S(ISLAS VIRGENES-ISLA JARVI)";"URBANOS";441845.809010003;4483062.3829723
"85013";5287;"ANTONIO LÓPEZ E-O (BALEARES-MARQUES DE VADILLO)";"URBANOS";439498.382993795;4472282.93518455
"45409";6002;"C/. Castillo de Uclés - Castillo de Oropesa-Institución Libre Enseñanza";"URBANOS";446732.410490453;4475471.26965347
"55029";6246;"C/. Peonias - Peonias- Pl. Yucatan";"URBANOS";447071.919034685;4478173.78729622
"55032";3657;"Entrada desde M40 - S-N (Gasolinera) - M-40- Av. los Andes";"URBANOS";447887.111587316;4478932.4685542
"55041";6255;"Av. Machupichu - Florencio Castillo-Machaquito";"URBANOS";446994.444822897;4479099.6350309
"55075";10148;"C/. Silvano 152 - Jose Alvares de Toledo-Francisco Mosqueda";"URBANOS";446803.232271866;4479499.27264799
"55080";10169;"C/. Emigrantes - Torquemada-Tribaldos";"URBANOS";446079.214067684;4480075.07438813
"55401";6271;"C/. Carril del Conde  - Carril del Conde-Ctra. Canillas";"URBANOS";444747.264611839;4479580.77187285
"45041";5986;"C/. Braulio Gutiérrez - Luis Ruíz-José Arcones Gil";"URBANOS";446220.625345369;4475760.59167723
"45050";5999;"Av. Institución Libre Enseñanza - Luis del Campo - Gandhi";"URBANOS";446685.086202928;4475490.79299453
"45402";5995;"C/. Dr. Cirajas - José Arcones Gil-Institución Libre Enseñanza";"URBANOS";446098.588036724;4476510.3780803
"59001";6355;"Av. Donostiarra - Av. Donostiarra-Virgen de la Roca";"URBANOS";444200.36897114;4476453.76214618
"59002";6356;"Av. Donostiarra - Virgen de la Roca-Virgen del Lluc";"URBANOS";444365.254698644;4476424.53489241
"67011";6116;"Camino Vinateros  - Av. Moratalaz-Marroquina";"URBANOS";445275.239834814;4473493.62205947
"27003";4841;"CTRA. CCHEL. VILLAVERDE N-S(LAGUNA RODRIGO-VILLALONSO)";"URBANOS";440109.09294533;4467110.72946163
"38032";4950;"AV.DE LOS POBLADOS ENTRE ANTONIO RODRIGUEZ  Y SECOYA O-E";"URBANOS";436959.988653231;4469674.29598549
"39006";3480;"AV. POBLADOS O-E(GUETARIA-RAFAELA YBARRA)";"URBANOS";439495.437879279;4469685.80553565
"48002";3479;"(TACTICO)SAN MAGIN S-N";"URBANOS";439488.743478008;4470938.22335861
"84034";5269;"CTRA AL Bº FORTUNA E-O (SENTIDO M-40)";"URBANOS";434169.990490633;4468765.27097111
"55405";6275;"C/. Silvano - Liceo-Alcorisa";"URBANOS";445849.06847243;4479389.1816413
"59010";6364;"C/. Virgen del Sagrario - Virgen de Lluc-Elfo";"URBANOS";445093.830411437;4476477.7567021
"64021";6406;"María Sevilla Odiago - Niza-Av. Canillejas a Vicálvaro";"URBANOS";448298.65340652;4476181.17768675
"64022";6407;"C/. Arcos de Jalón - Pobladura del Valle-Juli García Boutan";"URBANOS";448226.833026422;4475670.35857433
"53021";6151;"C/. Poeta Blas de Otero - Poeta Blas de Otero-María Teresa Sáenz de Heredia";"URBANOS";444540.117460809;4474959.78785855
"55403";6273;"C/. Emigrantes - Trefacio-Tribaldos";"URBANOS";446126.296835361;4479982.8622525
"59009";6363;"C/. Virgen del Sagrario - Virgen del Portillo-José del Hierro";"URBANOS";444960.049411437;4476691.4223021
"65032";6443;"C/. Hacienda de Pavones - Intercambiador-Fuente Carrantona";"URBANOS";446207.545285959;4472631.80329791
"66008";6474;"Pº. Ginebra - Sofía-Suecia";"URBANOS";448948.456453543;4475220.43354673
"79403";6628;"C/. Alcalde Aristizabal Manchón - Alcalde Henche Plata-Principe Carlos";"URBANOS";444966.082135368;4482407.8289061
"24022";4756;"(TACTICO) MOCHUELO S-N";"URBANOS";437534.58132402;4472201.48774976
"27006";4842;"AV. REAL PINTO S-N(SALSIPUEDES-DR. MARTIN AREVALO)";"URBANOS";440088.6857679;4466485.71855157
"39013";4967;"DR. TOLOSA LATOUR N-S(MADRE ROSA BLANCO-AV. POBLADOS)";"URBANOS";440427.993055306;4469521.93409046
"39025";4978;"(TACTICO)RICARDO BELTRAN Y ROZPIEDE O-E (AVENA-RAFAELA YBARRA)";"URBANOS";439618.906084899;4469885.12811611
"75024";10197;"AFUERAS A VALVERDE E-O(CASILDEA VANDALIA-ALDONZA LORENZO)";"URBANOS";441737.565190131;4483456.87394734
"85029";4791;"EUGENIO CAXES  E-O";"URBANOS";440449.571601559;4471674.29104716
"86019";5317;"AV. AVIACION ENTRE N-V Y MONROY";"URBANOS";433545.949542211;4470279.98513928
"86021";5324;"AV. AVIACION ENTRE VALLE INCLAN Y RAFAEL FINAT";"URBANOS";434316.163754178;4469826.32717752
"86022";5325;"AV. AVIACION ENTRE MIRABEL Y MONROY";"URBANOS";433661.726173473;4470053.57906601
"64025";6410;"C/. Aquitania - Toscana-Av. Canillejas a Vicálvaro";"URBANOS";448182.338014766;4474861.60518589
"65017";6497;"Fuente Carrantona S-N - José Bergamín-M-23";"URBANOS";446782.3629062;4473937.59730902
"65019";6434;"Av. Doctor García Tapia - Marroquina-Av. Moratalaz";"URBANOS";445636.945403965;4473725.42448412
"65020";6435;"Av. Doctor García Tapia - Av. Moratalaz-Molina de Segura";"URBANOS";445852.867743131;4473594.81472283
"65021";3812;"Doctor Garcia Tapia 216 E-O - Fobos-Fuente Carrantona";"URBANOS";446395.111711105;4473424.52356443
"65022";6436;"Av. Doctor García Tapia - Rabat-Fuente Carrantona";"URBANOS";446687.015194131;4473372.2223054
"65023";6437;"Av. Doctor García Tapia - Fuente Carrantona-Fobos";"URBANOS";446350.714104466;4473458.52827166
"66009";6475;"Pº. Ginebra - Suecia-Av. Niza";"URBANOS";448840.335162155;4475277.54628256
"66012";6478;"Av. Niza - Pº. Ginebra-Av. Guadalajara";"URBANOS";448704.580059436;4475324.60475248
"66013";6479;"Av. Niza - Austria-Pº. Ginebra";"URBANOS";448684.424856008;4475471.94457479
"85034";3830;"ANTONIO LOPEZ ENTRE S. GOMEZ Y GTA. CADIZ  S-N";"URBANOS";440867.955239196;4471154.68477935
"95035";5030;"(TACTICO) PABLO SARASATE O-E";"URBANOS";438135.275132847;4473300.43373474
"67603";6985;"Bulevar José Prat - Cordel Pavones-Bulevar Indalecio Prieto";"URBANOS";447392.352163795;4472279.06227815
"67618";9954;"Doctor García Tapia - Arroyo Media Legua-Félix Rodriguez";"URBANOS";444444.682310812;4474018.99272821
"68002";6484;"C/. Timoteo Pérez Rubio - Av. Entrevías-Timoteo Pérez Rubio";"URBANOS";443048.108702665;4471200.43213141
"65018";6496;"Fuente Carrantona N-S - Av. Daroca-M23";"URBANOS";446920.585242787;4474298.41439217
"66014";6480;"Pº. Ginebra - Av. Guadalajara-Av. Niza";"URBANOS";448625.232244894;4475312.67543467
"66015";6481;"Pº. Ginebra - Av .Guadalajara-Suecia";"URBANOS";448688.569558355;4475247.43035475
"67003";6215;"C/. Rivas  - Boyer-Gran Vía del Este";"URBANOS";449708.647343847;4472827.52268818
"67008";6113;"Camino Vinateros  - Manuel Machado-Diego de Valderrábano";"URBANOS";444178.284408282;4473751.29026983
"67010";6115;"Camino Vinateros - Arroyo de la Media Legua-Corregidor Diego Valderrábanos";"URBANOS";444375.484728;4473747.98443828
"67013";6120;"C/. Corregidor Diego Valdárrabano - Alcalde Luis Marichalar-Camino Vinateros";"URBANOS";444262.61612071;4473812.49332736
"67018";6456;"C/. Arroyo Media Legua - Av. Doctor García Tapia-Alcalde Garrido Juaristi";"URBANOS";444674.960229258;4473991.42570617
"32026";4563;"(AFOROS) SINESIO DELGADO O-E(RIBADAVIA-AV. ASTURIAS)";"URBANOS";440505.953539799;4480673.79654869
"32027";4564;"GINZO DE LIMIA N-S(MELCHOR FERNANDEZ ALMAGRO-FERROL)";"URBANOS";440517.706377815;4481003.96999493
"32029";4565;"MELCHOR FERNANDEZ ALMAGRO O-E(GINZO DE LIMIA-FINISTERRE)";"URBANOS";440537.023643;4481150.53242381
"32058";9918;"SINESIO DELGADO O-E(FINISTERRE-HOSPITAL CARLOS III)";"URBANOS";440881.23148463;4480892.13441142
"33029";4612;"(TACTICO) SALIDA E.M.T. E-O(E.M.T.-MAURICIO LEGENDRE)";"URBANOS";442149.939267229;4481068.4007976
"33005";4589;"P: CASTELLANA S-N(JOSI VASCONCELOS-PADRE FCO.PALAU Y QUER)";"URBANOS";441872.792373297;4480724.80875408
"33030";4613;"(TACTICO)MANUEL CALDEIRO O-E (P:CASTELLANA - M. LEGENDRE)";"URBANOS";442082.243039111;4481063.78981766
"33028";4611;"MAURICIO LEGENDRE N-S(VIEJAS-MANUEL CALDEIRO)";"URBANOS";442126.79060011;4481193.2253847
"26001";4808;"AV. ANDALUCIA S-N (TERTULIA-UNANIMIDAD)";"URBANOS";441245.418361884;4468072.47043205
"26005";4812;"(AFOROS)ALCOCER E-O(ARECHABALETA-VIRGEN DESAMPARADOS)";"URBANOS";440887.420578702;4467063.96464464
"27001";4839;"ALCOCER E-O(LAGUNA SANTIAGO-EDUARDO BARREIROS)";"URBANOS";440382.215716017;4467065.9419467
"27004";3623;"AV. REAL PINTO S-N(PLATA-ARROYO BUENO)";"URBANOS";440139.180920124;4466891.5408466
"24005";4742;"ALHAMBRA ENTRE C.FCO.J.MARTIN-C.POBLET  N-S";"URBANOS";436918.67451924;4472625.15401842
"24045";10228;"VILLAGARCIA O-E (VILLAGARCIA-VILLAMMANIN)";"URBANOS";436125.181921114;4473175.20588183
"27005";3624;"DR. MARTIN AREVALO O-E(ALBINO HDEZ. LAZARO-AV. REAL PINTO)";"URBANOS";440065.246232545;4466602.33670894
"27007";6825;"AV. REAL PINTO N-S(DR. PEREZ DOMINGUEZ-DR. MARTIN AREVALO)";"URBANOS";440121.049445592;4466700.73083004
"27031";4848;"PSO. FERROVIARIOS N-S(SULFATO-ENCARNACION PINO)";"URBANOS";439317.306673385;4466750.83196615
"27032";4849;"EDUARDO BARREIROS N-S(LAGUNA RODRIGO-ALCOCER)";"URBANOS";440238.81782855;4467145.57105994
"76013";6970;"AV. MONTECARMELO N-S  (SANTUARIO DE VALVERDE - MONASTERIO ESCORIAL)";"URBANOS";440857.288070448;4484262.38863848
"76017";10029;"COSTA BRAVA O-E(MARBELLA-MONASTERIO HUELGAS)";"URBANOS";440003.749761121;4483507.35900135
"51006";5105;"OCA ENTRADA CRUCE  A 110M LÍNEA DE PARADA SENTIDO S-N";"URBANOS";437862.133467478;4471428.84934257
"51026";5124;"VIA CARPETANA ENTRE LEÓN V Y L.FEITO N-S";"URBANOS";437028.095359487;4471614.62421445
"73011";9999;"TÁCTICO - AV. HERRERA ORIA E-O (GIRO IZDA. ARROYOFRESNO)";"URBANOS";437285.805434109;4481156.44376525
"75002";6560;"AV. LLANO CASTELLANOO-E(MARCOS ORUETA--MAURICIO LEGENDRE)";"URBANOS";442128.084346872;4481961.94793195
"75405";6579;"(TACTIC0)MANRESA E-O GIRO";"URBANOS";441628.157626177;4482742.21720694
"76005";6965;"MONASTERIO SUSO Y YUSO O-E (MONASTERIO DEL PAULAR - AV. MONTECARMELO)";"URBANOS";440865.472792425;4483946.85962396
"86025";3749;"JOAQUIN TURINA ENTRE JUAN XXIII Y CNO.DE LAS CRUCES";"URBANOS";435700.926378533;4469541.46493169
"86026";5328;"RAFAEL FINAT ENTRE COLEGIO Y BLAS CABRERA";"URBANOS";434626.153338332;4470223.45323903
"84037";5272;"(TACTICO)AGUACATE O-E(CIRUELA-GUAYABA)";"URBANOS";436616.060279427;4469502.67327648
"85014";5288;"ANTONIO LÓPEZ O-E (BALEARES-MONTSERRAT)";"URBANOS";439590.293459071;4472217.70611448
"85024";5301;"PEDRO YAGUE S-N (Pº STA MARIA CABEZA-MARQUES JURA REAL)";"URBANOS";440016.830835433;4471799.42921735
"85032";4787;"ANTONIO LOPEZ S-N(SAN ZACARIAS-MATILDE GAYO)";"URBANOS";440578.330046561;4471482.03593237
"85033";4789;"SAN ZACARIAS E-O ENTRADA CRUCE";"URBANOS";440648.676598403;4471498.59908006
"86024";5327;"JOAQUIN TURINA ENTRE MADRE CELESTE Y CNO.DE LAS CRUCES";"URBANOS";435835.614562063;4469523.35316097
"68005";6487;"Ronda del Sur - Cooperativa Eléctrica-Av. Entrevías";"URBANOS";444029.024473515;4469884.30166724
"71016";6517;"Av. Arcentales - Gta. Arcentales- San Romualdo";"URBANOS";447500.497193863;4476268.62603349
"79051";6610;"Av. Francisco Pi y Margall - Ana de Austria-María Tudor";"URBANOS";443847.335130968;4482939.22197524
"95014";5006;"(AFOROS)Pº EXTREMADURA O-E(STA. URSULA-JAIME VERA)";"URBANOS";438140.114587964;4474052.53136782
"95016";5019;"STA. URSULA S-N (DOÑA URRACA-ANTONIO ZAMORA)";"URBANOS";438129.097390475;4473978.40492153
"95017";5021;"Pº EXTREMADURA E-O(FRUELA-GUADARRAMA)";"URBANOS";438103.277779751;4474042.31308425
"05004";3932;"(AFOROS) Serrano, 50 N-S - Ayala-Hermosilla";"URBANOS";441795.007084479;4475647.72122052
"95018";5007;"Pº EXTREMADURA E-O(GUADARRAMA-STA. URSULA)";"URBANOS";438034.85605132;4474003.06912346
"67019";6457;"Acceso O`Donnell  - Acceso a Arroyo Media Legua desde O´Donnell";"URBANOS";444852.452611899;4474133.12124419
"68004";6486;"Av. Entrevías - Ronda Sur-Villacarrillo";"URBANOS";443973.872512918;4470007.99555958
"37013";4900;"VALMOJADO ENTRE VALMOJADO Nº 99 Y ILLESCAS SENTIDO N-S";"URBANOS";435764.936338091;4471932.25657657
"38006";4927;"BELZUNEGUI N-S(REAL MADRID-AV. POBLADOS)";"URBANOS";437387.979633319;4469775.4899782
"38010";4931;"VIA LUSITANA S-N(HALCONERO REY-AV. POBLADOS)";"URBANOS";437704.948151833;4469586.69901981
"38011";4932;"AV. POBLADOS E-O(ANTONIO ROMERO-VIA LUSITANA)";"URBANOS";437973.337746286;4469681.56463193
"38024";4943;"AV. POBLADOS E-O(GUETARIA-CTRA. TOLEDO)";"URBANOS";439200.467216601;4469710.25209728
"32018";4558;"FINISTERRE E-O(SINESIO DELGADO-VILLA MARIN)";"URBANOS";440821.804199195;4480934.37065704
"32019";4559;"VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE)";"URBANOS";440810.109927284;4481036.2291279
"32020";3829;"SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA)";"URBANOS";440763.944412076;4480920.95642105
"33031";4614;"MAURICIO LEGENDRE N-S(MANUEL CALDEIRO-PADRE PALAU Y QUER)";"URBANOS";442082.714972581;4480932.26380495
"79405";6630;"C/. Alcalde Redondo Aceña - Alcalde Henche Plata-Príncipe Carlos";"URBANOS";444929.985957863;4482582.46055805
"14001";4199;"DR. CORTEZO S-N(DR. CORTEZO-PL. JACINTO BENAVENTE)";"URBANOS";440409.367695268;4474131.59104822
"67021";6454;"C/. Arroyo Media Legua  - Alcalde Garrrido Juaristi-Av. Doctor García Tapia";"URBANOS";444665.865636446;4473993.56428365
"67605";6989;"Bulevar Indalecio Prieto - Pinillas-Bulevar José Prat";"URBANOS";447300.137101506;4472396.97251357
"32021";4560;"VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA)";"URBANOS";440716.482376567;4480958.34073895
"67611";9921;"Camino Vinateros - Corregidor Diego Valderrabano-Manuel Machado";"URBANOS";444222.603942506;4473763.38105566
"27036";4853;"PSO. TALLERES E-O(ARROYO BUENO-SAN JENARO)";"URBANOS";440456.322525968;4466781.53586109
"39036";4984;"EDUARDO BARREIROS N-S (SALVADOR  MARTINEZ-ARENAS REY)";"URBANOS";440860.132445879;4468810.73772908
"79401";6626;"Av. Niceto Alcalá Zamora - Pintor Ignacio Zuloaga-Av. Francisco Pi y Margall";"URBANOS";445197.241112297;4481906.49648692
"48001";4773;"MARCELO USERA O-E(SAN MAGIN-R. YBARRA)";"URBANOS";439522.500726743;4470958.34484705
"84036";5271;"CTRA AL Bº FORTUNA O-E (SENTIDO AV. PESETA)";"URBANOS";434035.322120181;4468614.20447607
"28004";5203;"(TACTICO)BARDEGUERAL N-S (GIRO)";"URBANOS";434652.356634631;4478371.56835444
"28017";4871;"V. ROSALES E-O (DIPLOMATICOS-C.HUMERA)";"URBANOS";434076.290869941;4478607.61276748
"36002";6631;"(TACTICO)FEDERICO AGUSTIN O-E";"URBANOS";429573.055525993;4480805.4880052
"36022";4866;"(TACTICO) PLEYADES S-N(ANA TERESA-ARAIZ)";"URBANOS";433642.56197113;4479467.42021845
